,LINE_ID,CHARACTER_ID,MOVIE_ID,CHARACTER_NAME,UTTERANCE
108316,L591740,u3204,m211,KLAATU,"We want to be sure you don't make -- let us say -- an unfortunate mistake. We know the potentiality of these developments and we are disturbed to find them in the hands of children... You see, we've had atomic energy for five thousand of your years.  We discarded instruments like this many centuries ago.  So long as you were limited to fighting among yourselves -- with your primitive tanks and planes -- we were unconcerned. But soon you will apply atomic energy to space ships -- and then you become a threat to the peace and security of other planets. That, of course, we cannot tolerate."
108317,L591739,u3197,m211,BARNHARDT,If you mean that you are afraid of us--
108318,L591738,u3204,m211,KLAATU,"In the hands of a mature civilization, these would not be considered weapons of aggression. But in the hands of your people--  We've observed your aggressive tendencies, and we don't trust you with such power."
108319,L591737,u3197,m211,BARNHARDT,Yes -- that is true.
108320,L591736,u3204,m211,KLAATU,It was my intention to discuss this officially -- with all the nations of the Earth -- but I was not allowed the Opportunity. I have come to realize since that your mutual fears and suspicions are merely the normal reactions of a primitive society.  We know from scientific observation that you have discovered a rudimentary kind of atomic energy. We also know that you are experimenting with rockets.
108321,L591735,u3197,m211,BARNHARDT,That was my first question.
108322,L591734,u3204,m211,KLAATU,I would like to explain something of my mission here.
108323,L591733,u3197,m211,BARNHARDT,"It isn't faith that makes good science, Mr. Klaatu. Its curiosity.  Sit down, please. I have several thousand questions to ask you."
108324,L591732,u3204,m211,KLAATU,"You have faith, Professor Barnhardt"
108325,L591730,u3204,m211,KLAATU,"My name is Klaatu.  I spent two days at your Walter Reed Hospital. Room 309. My doctor's name was Major White -- and I had a very attractive nurse called Ruth, who's getting married next Wednesday.  If you are not interested -- or if you intend to turn me over to your Army -- we needn't waste any more time."
108326,L591729,u3197,m211,BARNHARDT,"As though unsure of what he's heard) Yes -- yes, I have."
108327,L591728,u3204,m211,KLAATU,I find it works well enough to get me from one planet to another.  I understand you've called a meeting to study our space ship.
108328,L591727,u3197,m211,BARNHARDT,How can you be so sure? Have you tested this theory?
108329,L591726,u3204,m211,KLAATU,"Almost negligible... With variation of parameters, this is the answer."
108330,L591725,u3197,m211,BARNHARDT,Yes -- that will reproduce the first- order terms. But what about the effect of the other terms?
108331,L591723,u3197,m211,BARNHARDT,Not yet. That's why I wanted to see you.
108332,L591722,u3204,m211,KLAATU,It was a clumsy way to introduce myself -- but I understand you're a difficult man to see.  I thought you'd have the solution by this time.
108333,L591721,u3197,m211,BARNHARDT,You wrote this?
108334,L591854,u3198,m211,BOBBY,Yeah -- the grass was kind of wet.
108335,L591853,u3201,m211,HELEN,"Yes, dear. Come on now.  Bobby, your shoes are soaking!"
108336,L591852,u3198,m211,BOBBY,"Oh, boy -- can I, Mom?"
108337,L591847,u3201,m211,HELEN,"Come on, darling -- we're going up to bed."
108338,L591846,u3198,m211,BOBBY,"Gee, Mom, do you think maybe he's a diamond smuggler?"
108339,L591844,u3198,m211,BOBBY,"Well, not exactly. I gave him two dollars."
108340,L591843,u3201,m211,HELEN,He gave these to you?
108341,L591837,u3201,m211,HELEN,You didn't really see the space ship. You just thought you did.
108342,L591836,u3198,m211,BOBBY,"Yes, I have!"
108343,L591835,u3201,m211,HELEN,"Now think back hard. You didn't follow Mr. Carpenter at all, did you? You haven't even been out of the house."
108344,L591829,u3198,m211,BOBBY,"No, I haven't, Mom. I promise you... I saw it!"
108345,L591828,u3201,m211,HELEN,"Bobby, you've been dreaming again."
108346,L591827,u3198,m211,BOBBY,"Honest, Mom, I saw him. It just opened up and he walked right in. And that great big iron man was moving around!"
108347,L591826,u3201,m211,HELEN,"Now, Bobby, just a minute--"
108348,L591825,u3198,m211,BOBBY,"I followed Mr. Carpenter -- right after you left -- and, gee, Mom, where do you think he went? Right into the space ship!"
108349,L591824,u3201,m211,HELEN,Tell me what?
108350,L591823,u3198,m211,BOBBY,"I couldn't go to sleep, Mom. I had to tell you!"
108351,L591822,u3201,m211,HELEN,Bobby--! What are you doing up at this hour?
108352,L591815,u3201,m211,HELEN,"No, dear, of course not. He's a very nice man. I Just think he might prefer to be left alone. Now you get to bed and forget about it.  'Night, darling."
108353,L591814,u3198,m211,BOBBY,"I mean -- on account of that policeman last night.  You think he's a bank robber, maybe? Or a gangster?"
108354,L591813,u3201,m211,HELEN,"What do you mean, dear?"
108355,L591812,u3198,m211,BOBBY,Mom -- is there something wrong with Mr. Carpenter?
108356,L591811,u3198,m211,BOBBY,Sure we did! He wasn't there but we went to see him. And Mr. Carpenter showed him how to do his arithmetic.
108357,L591810,u3201,m211,HELEN,Did you and Mr. Carpenter really go to see Professor Barnhardt?
108358,L591809,u3198,m211,BOBBY,"Gee, why, Mom? He's my best friend... And he's awful good in arithmetic. He even helps Professor Barnhardt."
108359,L591808,u3201,m211,HELEN,Bobby -- I think it would be better if we didn't see quite so much of Mr. Carpenter
108360,L591807,u3198,m211,BOBBY,Okay.
108361,L591806,u3201,m211,HELEN,"Go to bed, darling. You can finish that in the morning."
108362,L591683,u3198,m211,BOBBY,"Aw, gee, Mom -- I had plans to play with Mr. Carpenter."
108363,L591682,u3201,m211,HELEN,"Of course, dear."
108364,L591681,u3198,m211,BOBBY,"Yeah, sure. Mom, do I have to go to school tomorrow?"
108365,L591680,u3201,m211,HELEN,Professor Barnhardt.
108366,L591679,u3198,m211,BOBBY,We sure had fun today. We saw the space ship and we went to see Professor Barnhardt -- and--
108367,L591678,u3201,m211,HELEN,"I -- I don't know, dear... Perhaps there's some mistake."
108368,L591677,u3198,m211,BOBBY,Mom -- why does Mr. Carpenter have to go down to the police station?
108369,L591676,u3201,m211,HELEN,"Come on, Bobby. Time to go to bed."
108370,L591667,u3198,m211,BOBBY,"Boy, we had a swell time. Didn't we, Mr. Carpenter?"
108371,L591666,u3201,m211,HELEN,"Did you have a nice day, dear?"
108372,L591663,u3201,m211,HELEN,"Hello, darling.  Good evening, Mr. Carpenter."
108373,L591662,u3198,m211,BOBBY,Hi Mom!
108374,L591528,u3201,m211,HELEN,"That's enough, Bobby. I think it's time you went to bed."
108375,L591527,u3198,m211,BOBBY,"Can I help you look for the space man? Can I?  I know what he looks like! He's got a square head -- and, three great big eyes!"
108376,L591524,u3201,m211,HELEN,"I think we've all been hearing too much about ""space men."""
108377,L591523,u3198,m211,BOBBY,"Bet he is, Mom. Bet he's out looking for that space man."
108378,L591820,u3204,m211,KLAATU,"Why -- the light in my room went out.  Thank you, Bobby. Goodnight."
108379,L591819,u3198,m211,BOBBY,"What do you want it for, Mr. Carpenter?"
108380,L591818,u3198,m211,BOBBY,Yeah -- sure.  It's a real Boy Scout flashlight.
108381,L591817,u3204,m211,KLAATU,Bobby -- have you a flashlight?
108382,L591803,u3204,m211,KLAATU,I'll say goodnight again.
108383,L591802,u3198,m211,BOBBY,"Thanks, Mr. Carpenter."
108384,L591801,u3204,m211,KLAATU,"All you have to remember is, first find the common denominator -- then subtract."
108385,L591675,u3198,m211,BOBBY,Goodnight.
108386,L591674,u3204,m211,KLAATU,"We'll finish it tomorrow... Goodnight, Bobby."
108387,L591673,u3198,m211,BOBBY,"Aw, gee -- we didn't finish our story."
108388,L591669,u3198,m211,BOBBY,We went to the movies -- and we had ice cream cones -- and we went to see Daddy--
108389,L591668,u3204,m211,KLAATU,We certainly did.
108390,L591665,u3198,m211,BOBBY,Mr. Brady's a cop.
108391,L591664,u3204,m211,KLAATU,Mrs. Benson -- this is Mr. Brady.
108392,L591647,u3198,m211,BOBBY,She doesn't like me to steal from people.
108393,L591646,u3204,m211,KLAATU,"Why not, Bobby?"
108394,L591645,u3198,m211,BOBBY,"Let's not say anything to my mother about this, Mr. Carpenter."
108395,L591643,u3198,m211,BOBBY,"Well, sure, but--"
108396,L591642,u3204,m211,KLAATU,Would you give me your two dollars for a couple of them?
108397,L591641,u3198,m211,BOBBY,Bet they're worth about a million dollars.
108398,L591640,u3204,m211,KLAATU,Some places that's what people use for money. They're easy to carry -- and they don't wear out.
108399,L591639,u3198,m211,BOBBY,Gee -- those look like diamonds!
108400,L591638,u3204,m211,KLAATU,No -- I want to take you to the movies.  Do you think they'd accept these?
108401,L591637,u3198,m211,BOBBY,I've got some money. My mother gave me two dollars.
108402,L591636,u3204,m211,KLAATU,"Certainly.  Tell me, Bobby -- do you have to have money to go there?"
108403,L591635,u3198,m211,BOBBY,No foolin'? Will you?
108404,L591634,u3204,m211,KLAATU,All right.
108405,L591633,u3198,m211,BOBBY,Go to the movies.
108406,L591630,u3204,m211,KLAATU,"They have cemeteries. But not like this one... You see, they don't have any wars."
108407,L591629,u3198,m211,BOBBY,Is it different where you've been?  Don't they have places like this?
108408,L591628,u3204,m211,KLAATU,"I'll tell you, Bobby -- I've been away for a long time. Very far away."
108409,L591627,u3198,m211,BOBBY,"Mr. Carpenter"" -- you don't seem to know about anything."
108410,L591626,u3204,m211,KLAATU,No -- I'm afraid not.
108411,L591625,u3198,m211,BOBBY,Sure. Didn't you ever hear of Arlington Cemetery?
108412,L591624,u3204,m211,KLAATU,Did all these people die in wars?
108413,L591610,u3204,m211,KLAATU,He doesn't know the answer. And he'll never get it that way.
108414,L591609,u3198,m211,BOBBY,Bet he's the only one in the world knows the answer.
108415,L591608,u3204,m211,KLAATU,It's a problem in celestial mechanics.
108416,L591607,u3198,m211,BOBBY,What does that mean?
108417,L591603,u3204,m211,KLAATU,We can scare him more than he can scare us.
108418,L591602,u3198,m211,BOBBY,"Well, sure I would, but --  Aw, I'll bet you'd be scared."
108419,L591601,u3204,m211,KLAATU,Wouldn't you like to meet him?
108420,L591600,u3198,m211,BOBBY,"You're just kidding, aren't you?"
108421,L591599,u3204,m211,KLAATU,Bobby -- I have an idea. Let's go see Professor Barnhardt and find out how he talks.
108422,L591597,u3204,m211,KLAATU,Velocity is the time rate of change of position.
108423,L591596,u3198,m211,BOBBY,Mr. Carpenter -- what does velocity mean?
108424,L591595,u3204,m211,KLAATU,"I don't know, Bobby. I'm inclined to doubt it."
108425,L591594,u3198,m211,BOBBY,You think they'll ever find him?
108426,L591592,u3204,m211,KLAATU,"Well -- there are several ways to reduce landing speed. You see, the velocity--"
108427,L591591,u3198,m211,BOBBY,Gee! How could they make a landing?
108428,L591590,u3204,m211,KLAATU,Maybe four thousand miles an hour. And outside the Earth's atmosphere a good deal faster.
108429,L591588,u3204,m211,KLAATU,Yes -- I think so.
108430,L591587,u3198,m211,BOBBY,You think it can go faster than an F- 36?
108431,L591586,u3204,m211,KLAATU,"No. It's for a lot of other things, too."
108432,L591585,u3198,m211,BOBBY,I thought that was only for bombs.
108433,L591584,u3204,m211,KLAATU,"Well -- atomic power, I would imagine."
108434,L591583,u3198,m211,BOBBY,"Gee, I'd like to get inside and see how it works. What do you think makes it go?"
108435,L591582,u3204,m211,KLAATU,I shouldn't be at all surprised.
108436,L591581,u3198,m211,BOBBY,"Boy, I'll bet he's strong. I bet he could knock down a whole building."
108437,L591580,u3198,m211,BOBBY,"Department of Commerce. She's a secretary.  They have a man they call the Secretary, but he isn't at all. My mother's a real secretary.  Mr. Carpenter -- now can we go see the space ship?"
108438,L591579,u3204,m211,KLAATU,Where is that?
108439,L591578,u3198,m211,BOBBY,Sure. Right near where my mother works.
108440,L591577,u3204,m211,KLAATU,"He lives here in Washington, doesn't he?"
108441,L591576,u3198,m211,BOBBY,"Well -- Professor Barnhardt, I guess. He's the greatest scientist in the world."
108442,L591573,u3204,m211,KLAATU,I was speaking of earth men. I meant the greatest philosopher -- the greatest thinker.
108443,L591572,u3198,m211,BOBBY,"Gee -- I don't know... The space man, I guess."
108444,L591571,u3204,m211,KLAATU,Bobby -- who's the greatest man in America today?
108445,L591522,u3204,m211,KLAATU,No -- I'm afraid not.
108446,L591521,u3198,m211,BOBBY,Are you an FBI man?
108447,L591490,u3199,m211,CAPTAIN,He says their medicine is that much more advanced.  He was very nice about it. But he made me feel like a third-class witch doctor.
108448,L591489,u3206,m211,MAJOR,How does he explain that?
108449,L591488,u3199,m211,CAPTAIN,Their life expectancy is a hundred and thirty.
108450,L591487,u3206,m211,MAJOR,I don't believe it.
108451,L591486,u3199,m211,CAPTAIN,He told me this morning when I examined him. He's seventy-eight.
108452,L591485,u3206,m211,MAJOR,"Oh, I'd say forty-five."
108453,L591484,u3199,m211,CAPTAIN,And the lungs are the same as ours. Must mean a similar atmosphere -- similar pressure.  How old do you think he is?
108454,L591483,u3206,m211,MAJOR,"The skeletal structure is completely normal.  Same for the major organs - heart, liver, spleen, kidneys."
108455,L591513,u3200,m211,HARLEY,Under the circumstances I'm afraid that will be impossible.
108456,L591512,u3204,m211,KLAATU,"Before making any decisions, I think I should get out among your people -- become familiar with the basis for these strange, unreasoning attitudes."
108457,L591511,u3200,m211,HARLEY,I'm afraid my people haven't.  I'm very sorry -- I wish it were otherwise.
108458,L591510,u3204,m211,KLAATU,I am impatient with stupidity. My people have learned to live without it.
108459,L591509,u3200,m211,HARLEY,Your impatience is quite understandable.
108460,L591508,u3204,m211,KLAATU,I can judge only by what I see.
108461,L591507,u3200,m211,HARLEY,"Our problems are very complex, Mr. Klaatu. You mustn't judge us too harshly."
108462,L591506,u3204,m211,KLAATU,I will not speak to any one nation or group of nations.  I don't intend to add my contribution to your childish jealousies and suspicions.
108463,L591505,u3200,m211,HARLEY,"Now that you understand the situation more clearly, perhaps you'd like to discuss the matter with the President"
108464,L591504,u3204,m211,KLAATU,It's not your government I'm thinking about. It's your world.
108465,L591503,u3200,m211,HARLEY,I tried to make you understand. The suspicions -- the jealousies -- the mistrust--  Surely you realize that my government has done everything in its power--
108466,L591502,u3200,m211,HARLEY,"Not very good news, I'm afraid.  The President accepted your suggestion and cabled the invitations for a meeting last night.  Let me read you some of the replies.  ""The Premier wishes to inform the Government of the United States that it will be impossible for him to attend the meeting suggested by the President unless the meeting is held in Moscow.""  ""The suggestion of the President regarding the possibility of a meeting in Moscow would be unacceptable to Her Majesty's Government at the present time. Representation could be sent only if the meeting were held in Washington.""  Well -- there you have it."
108467,L591501,u3204,m211,KLAATU,Thank you... Have you any news?
108468,L591500,u3200,m211,HARLEY,Good afternoon.  I'm glad to see you up and around.
108469,L591472,u3200,m211,HARLEY,"I've been dealing in Earth's politics a good deal longer than you have.  Goodnight, sir."
108470,L591471,u3204,m211,KLAATU,Apparently I'm not as cynical about Earth's people as you are.
108471,L591470,u3200,m211,HARLEY,I will make that recommendation to the President.  I must tell you in all honesty that I'm extremely dubious about the results.
108472,L591468,u3200,m211,HARLEY,"Believe me, you don't understand. They wouldn't sit down at the same table."
108473,L591467,u3204,m211,KLAATU,Then why not a meeting of all the Chiefs of State?
108474,L591466,u3200,m211,HARLEY,We could call a special meeting of the General Assembly... But of course the UN doesn't represent all of the nations.
108475,L591465,u3204,m211,KLAATU,"I intend to explain. To all the nations -- simultaneously.  How do we proceed, Mr. Harley?"
108476,L591464,u3200,m211,HARLEY,Perhaps if you could explain a little--
108477,L591463,u3204,m211,KLAATU,My mission here is not to solve your petty squabbles. It concerns the existence of every last creature who lives on Earth.
108478,L591462,u3200,m211,HARLEY,I was only hoping to make you understand.
108479,L591461,u3204,m211,KLAATU,"I am not concerned, Mr. Harley, with the internal affairs of your planet. I consider that to be your business -- not mine."
108480,L591460,u3200,m211,HARLEY,I'm sure you recognize from our broad- casts the evil forces that have produced the tension in our world. Surely you would agree--
108481,L591459,u3204,m211,KLAATU,The first two years of television we were convinced that all you did was wrestle.
108482,L591458,u3200,m211,HARLEY,You must have a rather strange impression of us.
108483,L591457,u3204,m211,KLAATU,"We've been monitoring your radio broadcasts for a good many years. That's how we learned your languages. Lately, we've been getting your television also."
108484,L591456,u3200,m211,HARLEY,You know about the United Nations?
108485,L591455,u3204,m211,KLAATU,I traveled 250 million miles. What about your United Nations?
108486,L591454,u3200,m211,HARLEY,I'm afraid that would be a little awkward. It's -- it's completely without precedent. And there are practical considerations -- the time involved -- the enormous distances.
108487,L591453,u3204,m211,KLAATU,I want to meet with representatives from all the nations of the Earth.
108488,L591452,u3200,m211,HARLEY,I -- I'm not sure I understand--
108489,L591451,u3204,m211,KLAATU,"This is not a personal matter, Mr. Harley. It concerns all the people on your planet."
108490,L591450,u3200,m211,HARLEY,Perhaps you'd rather discuss it personally with the President--
108491,L591449,u3204,m211,KLAATU,"I'd be glad to.  Not now, of course -- with you alone."
108492,L591448,u3200,m211,HARLEY,"We're very curious about that, too. Would you care to talk about it?"
108493,L591447,u3204,m211,KLAATU,I mean the reasons for my coming here.
108494,L591446,u3200,m211,HARLEY,The present situation?
108495,L591445,u3204,m211,KLAATU,"I'm afraid, in the present situation you'll have to learn to think that way."
108496,L591444,u3200,m211,HARLEY,It's rather difficult for us to think of another planet as a neighbor.
108497,L591443,u3204,m211,KLAATU,From another planet. Let's just say that we're neighbors.
108498,L591442,u3200,m211,HARLEY,Naturally we're very curious to know where it is you come from.
108499,L591441,u3204,m211,KLAATU,About 250 million of your miles.
108500,L591440,u3200,m211,HARLEY,You must have come a long way.
108501,L591439,u3204,m211,KLAATU,About five months -- your months.
108502,L591438,u3200,m211,HARLEY,I'm sure I don't have to point out that your arrival was something of a surprise.  Had you been traveling long?
108503,L591437,u3204,m211,KLAATU,"Sit down, Mr. Harley."
108504,L591436,u3200,m211,HARLEY,The President asked me to convey his deepest apologies for what has happened. We all feel--
108505,L591435,u3204,m211,KLAATU,Just Klaatu.
108506,L591434,u3200,m211,HARLEY,My name is Harley -- Secretary to the President  I've been told that you speak our language -- that your name is Mr. Klaatu.
108507,L591956,u3201,m211,HELEN,I'm not going to marry anybody.
108508,L591955,u3207,m211,TOM,You wait and see. You're going to marry a big hero!
108509,L591954,u3201,m211,HELEN,I feel different right now.
108510,L591953,u3207,m211,TOM,You'll feel different when you see my picture in the papers.
108511,L591952,u3207,m211,TOM,I don't care about the rest of the world!
108512,L591951,u3201,m211,HELEN,"Tom, you mustn't -- ! You don't know what you're doing! It isn't just you and Mr. Carpenter. The rest of the world, is involved!"
108513,L591948,u3207,m211,TOM,Why not? Somebody's got to get rid of him.
108514,L591947,u3201,m211,HELEN,Is that what you're thinking about?
108515,L591946,u3207,m211,TOM,"He told you... Don't be silly, honey -- just because you like the guy.  You realize what this'd mean for us? I'd be the biggest man in the country. I could write my own ticket."
108516,L591945,u3201,m211,HELEN,But he isn't a menace! He told me what he came here for.
108517,L591944,u3207,m211,TOM,He's a menace to the whole world! It's our duty to turn him in.
108518,L591943,u3201,m211,HELEN,"That's what I'm trying to tell you. We mustn't do anything about it. Believe me, Tom, I know what I'm talking about."
108519,L591942,u3207,m211,TOM,Important? Of course it's important. The point is we can do something about it.
108520,L591941,u3201,m211,HELEN,You don't understand. You don't realize how important it is.
108521,L591940,u3207,m211,TOM,Are you crazy? After what happened today?
108522,L591939,u3201,m211,HELEN,Never mind about that.  You've got to promise me you won't say a word to anybody.
108523,L591938,u3207,m211,TOM,How do you know?
108524,L591937,u3201,m211,HELEN,"All right, Tom -- it's true. I know it's true."
108525,L591936,u3207,m211,TOM,"Helen, he's the man from the space ship!  I had that diamond checked at three different places. Nobody on earth's ever seen a stone like that! After what Bobby told us, that's enough for me. Why is it nobody knows anything about him? Why hasn't he got any money?"
108526,L591935,u3201,m211,HELEN,What about him?
108527,L591934,u3207,m211,TOM,"I've got some terrific news about your friend, Mr. Carpenter."
108528,L591933,u3207,m211,TOM,Come on in.
108529,L591932,u3201,m211,HELEN,Tom -- I've been trying to get you all afternoon--
108530,L591861,u3201,m211,HELEN,"I -- I'm afraid I can't -- not right now. Can I talk to you later?. Yes, that'll be fine. 'Bye."
108531,L591860,u3207,m211,TOM,I'm at Bleeker's getting an appraisal on that diamond. I thought we might have lunch together.
108532,L591851,u3201,m211,HELEN,I've got a good lock on my door.  And Bobby's going to sleep in my room tonight.
108533,L591850,u3207,m211,TOM,You think it's all right for you to stay here?
108534,L591849,u3201,m211,HELEN,Bobby and I have had enough excitement for tonight.
108535,L591848,u3207,m211,TOM,I wonder if we ought to--
108536,L591841,u3207,m211,TOM,Looks real to me.
108537,L591840,u3201,m211,HELEN,Is it real?
108538,L591839,u3207,m211,TOM,He's not there.  But look what I found in his room
108539,L591799,u3207,m211,TOM,"I'm sorry. I guess I'm just tired of hearing about Mr. Carpenter.  I don't like the way he's attached himself to you and Bobby. After all, what do you know about him?"
108540,L591798,u3201,m211,HELEN,"Oh, Tom, that was awful."
108541,L591793,u3207,m211,TOM,I hope Mr. Carpenter won't think I'm intruding.
108542,L591792,u3201,m211,HELEN,I was talking to Mr. Carpenter.
108543,L591791,u3207,m211,TOM,The picture starts at eight-fifty.
108544,L591790,u3201,m211,HELEN,I will be in just a minute.
108545,L591789,u3207,m211,TOM,You ready?
108546,L591788,u3201,m211,HELEN,Hello--
108547,L591660,u3207,m211,TOM,A good insurance salesman wouldn't give you time to think.
108548,L591659,u3201,m211,HELEN,You're a good salesman -- but I've got to think about it.
108549,L591658,u3207,m211,TOM,The boss is leaving for Chicago tomorrow. If I could tell him I was getting married -- with two dependents--
108550,L591657,u3201,m211,HELEN,"You know how I feel, Tom. I just want to think it over."
108551,L591656,u3207,m211,TOM,You still haven't answered my question.
108552,L591655,u3201,m211,HELEN,It was a wonderful day.
108553,L591562,u3201,m211,HELEN,"There's always somebody here, but today of course they've all got plans."
108554,L591561,u3207,m211,TOM,"Well, we could--"
108555,L591560,u3201,m211,HELEN,There's only one thing -- I haven't been able to arrange for anyone to stay with Bobby.  I don't suppose we could take him with us?
108556,L591559,u3207,m211,TOM,"We're all set. I picked up some sandwiches and put gas in the car. And the radio's still busted, so me can forget about the space man for today."
108557,L591995,u3201,m211,HELEN,I think I'm very lucky. You don't always get a chance to recognize a mistake before you make it.
108558,L591994,u3204,m211,KLAATU,I'm sorry.
108559,L591993,u3201,m211,HELEN,No. That's all finished.
108560,L591992,u3204,m211,KLAATU,He'll have you -- and Tom.
108561,L591991,u3201,m211,HELEN,We'll miss you very much -- Bobby and I.  He won't have anyone to play with.
108562,L591986,u3204,m211,KLAATU,How long will I live?  That no one can say.
108563,L591985,u3201,m211,HELEN,But how -- how long--?
108564,L591984,u3204,m211,KLAATU,"This technique, in certain cases, can re-stimulate life for a limited period. It's a refinement of scientific principles known to your own people."
108565,L591983,u3204,m211,KLAATU,No -- that is a power reserved to the Almighty Spirit.
108566,L591982,u3201,m211,HELEN,You mean he has the power of life and death?
108567,L591981,u3204,m211,KLAATU,I was.
108568,L591980,u3201,m211,HELEN,I -- I thought you were--
108569,L591979,u3204,m211,KLAATU,Hello.
108570,L591971,u3204,m211,KLAATU,Remember those words.
108571,L591970,u3201,m211,HELEN,"""Klaatu barada nikto."""
108572,L591969,u3204,m211,KLAATU,"There's no limit to what he could do. He could destroy the Earth.  If anything should happen to me, you must go to Gort. You must give him this message: ""Klaatu barada nikto."" Please repeat that."
108573,L591968,u3201,m211,HELEN,"Gort?  But he's a robot. I mean -- without you, what could he do?"
108574,L591967,u3204,m211,KLAATU,I'm worried about Gort. I'm afraid of what he might do -- if anything should happen to me.
108575,L591966,u3201,m211,HELEN,It's only a few blocks to Barnhardt's.
108576,L591963,u3204,m211,KLAATU,At the ship.
108577,L591962,u3201,m211,HELEN,Where is the meeting going to be?
108578,L591961,u3204,m211,KLAATU,I'm sure Barnhardt can arrange to hide me until the meeting.
108579,L591919,u3201,m211,HELEN,Tom... He was there last night when Bobby told me what he saw.
108580,L591918,u3204,m211,KLAATU,Who?
108581,L591917,u3201,m211,HELEN,"No, wait a minute -- there's someone else."
108582,L591916,u3204,m211,KLAATU,Back to the boardinghouse. I'll be safe there for the afternoon -- and I can keep an eye on Bobby. He's the only other person who knows anything about--
108583,L591915,u3201,m211,HELEN,Where are you going now?
108584,L591914,u3201,m211,HELEN,Yes -- Just exactly.
108585,L591913,u3204,m211,KLAATU,It must be twelve-thirty.
108586,L591912,u3204,m211,KLAATU,"I can see no other hope for your planet. If the meeting should fail, then I'm afraid there is no hope."
108587,L591911,u3201,m211,HELEN,You hold great hope for this meeting.
108588,L591877,u3204,m211,KLAATU,You see -- the electricity's been neutralized -- all over the world.
108589,L591876,u3201,m211,HELEN,Why not?
108590,L591875,u3204,m211,KLAATU,It won't work.
108591,L591874,u3201,m211,HELEN,We could try pushing the other buttons.  I have a flashlight in my purse.
108592,L591873,u3204,m211,KLAATU,We'll be stuck here for a little while -- about thirty minutes.
108593,L591872,u3201,m211,HELEN,Just twelve.
108594,L591871,u3204,m211,KLAATU,What time is it?
